Phase,Barcode,Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Experiment_ID,x,y
1.0,577441POZNHO,6.1,0.8,975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,7471550VZO06,1.9,0.3,575.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,451454FDKCZD,0.1,2.3,1975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,124224UDHJYP,0.1,3.6,825.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,751525OX7T0L,5.9,8.1,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5154548PX4ZV,1.9,3.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,542115YYHVJH,1.8,1.3,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,575727EK0QK7,7.7,1.5,275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,454474N3VCYP,0.1,0.1,275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,2124542JU476,0.7,5.6,1425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,455425F47C9K,8.1,0.7,375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,544578RCFW4Y,8.1,8.1,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,525885ZVFH7C,0.9,0.2,250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,1255454G8T29,3.4,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,845852LN4DG0,0.1,0.2,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,284554TMVZ7Y,5.5,3.4,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,525255AWF4OL,0.9,4.6,350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,272414L6OCP4,4.0,8.1,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,557485COBJ9T,1.8,1.7,1175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,75581723Y55F,4.5,1.7,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,225524DQHJYO,0.1,8.1,475.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,152251BLGE1J,4.9,0.4,875.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,541524XAZB8Y,8.1,1.3,1200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5447424Z4U0M,8.1,5.0,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,524575JM8MS4,0.1,2.9,1725.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,544245Z95J16,8.0,3.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,824845KPY9C9,3.4,5.2,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,874555M8QNYR,0.1,8.1,1675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,454244DI511T,0.1,2.3,625.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,525855E70G65,2.0,2.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,481454PHBEH4,5.8,6.2,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,5855214WZ6HD,0.1,0.1,925.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,528218TP1QRX,2.5,0.1,725.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,544854E4J61E,2.7,5.8,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,185145A65NSG,0.1,0.7,1475.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,544558NA68UC,5.9,0.5,375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,827424BOSEWI,1.9,7.5,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,4752547MZ9BU,4.0,1.9,1200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,445412GSBN6H,1.7,3.8,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,544145TMLFIH,7.1,0.2,825.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,851827XECBYN,3.1,0.3,225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,118858894P6I,1.6,7.1,1450.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,7554813WJLF7,8.1,0.3,400.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,455755GE7D8K,0.1,0.7,275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,1524441L6O6L,0.2,0.2,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,488544KWHL64,8.1,6.0,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,4254214ZTA0Q,4.3,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,255545RPQ4TN,4.1,2.2,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,485484Y8RU5J,0.7,5.4,375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5552747VOIRK,4.2,1.9,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,885881PKUMAJ,0.1,3.3,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,4154441Q67TO,8.1,2.0,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,548584CXWRP3,5.1,8.1,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,547775OBQVPW,0.6,0.1,1100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,55255875F0B7,8.1,3.2,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,888825I157C7,3.2,0.1,650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,445258HTOI96,4.0,5.2,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5722288ZZZJT,6.1,0.4,950.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,555755V1IGOH,1.5,8.1,225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,45888292DE1G,1.5,3.0,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,7552872IZJGP,0.2,2.9,675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,241545UTXT9M,6.4,4.0,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,582455LOQZ9C,0.1,5.4,1675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,4458871JQ40W,2.6,6.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,485254FK0H69,5.7,0.5,350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,848445LQPSRU,2.3,3.7,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,414855KCNEC2,2.3,0.7,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,545788ALEB81,7.4,8.1,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,455158G5AHED,0.1,1.3,1575.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,472778UO9O4P,6.0,6.1,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,85587798PGOX,2.1,1.6,1125.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5287584T2HMS,6.3,2.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5455145ZZA0R,8.1,0.2,925.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,557575N4THJL,1.3,6.3,200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5175223VEHB9,8.1,0.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,429429WMWB4M,8.1,8.1,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,924545BAESUJ,0.1,2.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,544154ZWXGKO,7.7,1.9,175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,251559892ZWP,0.3,0.3,550.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,42592918XCV0,0.1,8.1,1650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,244559LD49MA,4.6,3.6,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,2225219FAQ5R,3.4,2.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,949155IH32FV,4.0,7.7,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,724514Z4M1ZJ,0.1,4.0,975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,794924OL7CC9,5.0,0.2,775.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,555455QCZVM0,8.1,2.1,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,514742YDE55Q,4.2,8.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,52557167WU71,2.1,1.5,1175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,454577J5V9HH,0.1,5.0,1750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,554545MQ3Y8A,7.3,5.1,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,474755S672VO,0.5,3.1,250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,4441455UYGD8,2.3,5.4,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5552558T5I4B,8.1,0.3,725.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,51955528LBWK,2.8,0.4,400.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,519545FWGC4U,5.3,0.9,175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,445574UE0061,0.1,0.1,1300.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,514754EDP0GV,0.2,2.5,1450.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,5125520XAUZ7,0.1,8.1,425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,575555WGYVN3,5.8,1.7,1175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,155915D1RPH7,0.1,6.0,675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,417924JO5NFQ,6.1,7.0,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,54555571OYP0,7.9,0.1,1500.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,515542GW68IN,2.3,4.4,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,555524J4OPMS,1.1,0.6,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,512415CSTUYA,5.9,3.0,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,50414464GT4D,0.3,6.2,1650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,671545JQXKPL,8.1,0.1,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,1617220ZRQE3,8.1,8.1,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,150542S1N7SO,0.1,1.2,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,55105072870A,7.4,0.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,564546SWU1IQ,3.0,7.6,100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,412655MSMCQU,0.1,0.1,2025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,1674241YJOKI,4.1,0.6,975.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,140414P80VCR,4.6,5.0,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,0566243JX6WB,0.3,4.9,625.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,0415514SLWBF,4.6,2.7,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,120014FI4GF8,8.1,2.8,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,5247042Q0751,0.3,0.1,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,561710RKN5D2,3.0,8.1,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,504551DHBP0H,1.9,3.0,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,072411Z79DFM,7.8,3.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,115471PYIGBP,0.1,8.0,400.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,671747SLOP7O,7.2,0.4,800.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,7514503RTXCD,2.2,4.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,64114525H0EI,2.9,0.4,275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,214547VHJWW8,7.3,5.5,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5615727CO4HT,5.6,0.1,275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,7727722SS7DS,0.1,2.3,700.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,167540XMJ3J7,0.1,3.6,1675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,261476GROSXP,5.5,2.5,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,5662429SQE4G,5.6,7.5,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,014475VUV23F,2.3,5.7,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,454654PIKP8O,0.1,8.1,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,7441421ZZG7Q,0.5,3.3,225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,507244LRDH7V,0.9,0.4,525.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,705114WG4TKQ,1.0,6.2,200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,021555VEWD7M,0.1,1.8,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,772545I0J984,2.2,7.7,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,541001KQMLD7,8.0,0.1,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,775407NOV25H,0.1,0.2,1200.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,740112KCLOWH,6.8,0.5,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,607155TA36ZC,8.1,7.3,1375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,456215JLPGV6,0.1,6.5,1650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,425740P9PR6Y,4.3,3.5,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,044445OEARFO,1.5,2.4,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,075566824WLH,3.8,8.1,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,150724LOM4OY,8.1,0.6,1025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,010500Y7G4JR,0.1,2.3,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,570207MN7CJO,3.7,0.3,700.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,142574U0BXSU,0.2,5.0,725.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,7745458LL4O1,7.8,3.9,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,4755448Z1M8Z,4.6,2.6,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,1252566E6HAD,1.3,3.0,1225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,61575447JTDT,8.0,3.2,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,550567TMUKJ4,0.1,0.7,500.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,574755V2NWUA,2.4,5.6,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,775741RHJU6L,5.8,5.8,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,065565RYE03Q,1.3,5.1,100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,705252HEBZFR,5.5,1.2,1125.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,1770212TV2FE,0.1,7.4,500.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,741272849LP5,6.2,0.1,625.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,452747LWW60T,0.2,4.1,1675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,5451246R8C2Z,3.1,1.5,1175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,775724VHCPHL,3.2,0.8,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,745024Z7U6JJ,1.5,8.1,1425.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,245165E5TUN1,0.2,2.7,750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,752757BHFVMU,6.0,8.0,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,60657563767R,0.1,0.2,2025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,0402554BK1CC,1.7,0.4,850.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,445165E3D9EU,7.4,0.8,1125.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,145544KEB27Q,0.1,8.1,325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,775714P5PD5G,0.1,2.2,2025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,572755FR6S61,0.8,0.5,150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,456257LDEY5U,6.3,8.1,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,1221547YPH79,5.4,3.0,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,455555R5LBT5,0.1,6.9,1550.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,145255IWJZ98,3.6,3.7,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,562721L0IWUJ,4.1,7.9,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,565145FOBHQN,0.3,4.1,650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,147512XDSPKO,0.3,0.1,1150.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,166557233Y7P,8.1,4.6,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,414615OM4M2J,4.1,0.3,650.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5151219ZKEVC,8.1,0.2,2050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,557142TAV46R,7.6,0.2,225.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,555526VBH9OV,2.2,5.2,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,127256V1XAXJ,3.3,6.9,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,744554OQXG9L,0.7,4.0,1450.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,564156QNH8QW,8.1,3.3,50.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,444516KWVR4R,2.7,1.2,1175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,446115OP3ZG5,3.3,1.4,75.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,2471544W3RW7,5.6,5.4,1350.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,5551241TQWT0,6.0,2.8,1250.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,1551243ZAKRR,1.0,3.0,125.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,4474540S20GQ,0.1,6.4,750.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,471145923RVI,0.1,2.4,1050.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,152412WDUUBR,1.8,0.4,675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,574545LX8VCC,5.4,0.7,175.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,457571AQR6Y6,8.1,6.8,1325.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,246225GIKAIL,6.3,0.2,675.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,677262JO510Z,2.0,7.4,125.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,152655NWBOHF,5.1,0.9,1100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,6774424CPDZ0,0.3,4.8,375.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,425742RBFVOP,8.1,0.1,2025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,2672254AG9BO,8.0,8.1,1275.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
1.0,124244DL3ACN,0.1,0.3,2025.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
0.0,4252544SKWF3,7.0,0.9,100.0,RoboLab008_Lys100_Asp200_NaCl_Matrix_insilico_R1,0.0,0.0
